fantaking_id,fantaking_name,fantaking_team,club_code,person_code,official_name,match_method,match_confidence
4210,A. Brown,BJK,BES,009025,"BROWN, ANTHONY",initial-club,99.0
4212,Y. Makoundou,BAR,BAR,011935,"MAKOUNDOU, YOAN",prior-season,90.0
4233,M. Kabengele,DUB,DUB,012796,"KABENGELE, MFIONDU",initial-club,99.0
4234,T. Ennis,HTA,HTA,008858,"ENNIS, TYLER",initial-club,99.0
4242,D. Casarin,VIR,VIR,,,unmatched,52.2
4246,S. Ojeleye,CZV,RED,011982,"OJELEYE, SEMI",initial-club,99.0
4247,C. Jones,CZV,RED,010568,"JONES, CHRIS",initial-club,99.0
4251,B. Badio,PAO,PAN,007527,"BADIO, BRANCOU",initial-club,99.0
4252,J. Montero,OLY,OLY,010042,"MONTERO, JEAN",initial-club,99.0
4255,X. Albert,VBC,PAM,,,unmatched,54.5
4257,J. Pradilla,RMB,MAD,010393,"PRADILLA, JAIME",initial-club,99.0
4258,J. Puerto,VBC,PAM,006643,"PUERTO, JOSEP",initial-club,99.0
4280,M. Blazevic,ZAL,ZAL,,,unmatched,60.0
4340,K. Allman,PAR,PAR,011924,"ALLMAN, KYLE",initial-club,99.0
4360,E. Fournier,OLY,OLY,013380,"FOURNIER, EVAN",initial-club,99.0
4375,A. Butkevicius,ZAL,ZAL,002676,"BUTKEVICIUS, ARNAS",initial-club,99.0
4378,W. Rayman,MTA,TEL,013381,"RAYMAN, WILLIAM",initial-club,99.0
4546,J. Ayayi,PBB,PRS,006904,"AYAYI, JOEL",initial-club,99.0
4551,B. Timor,HTA,HTA,004846,"TIMOR, BAR",initial-club,99.0
4670,S. Lee,ZAL,ZAL,013389,"LEE, SABEN",initial-club,99.0
4675,A. Blakeney,HTA,HTA,013402,"BLAKENEY, ANTONIO",initial-club,99.0
4698,O. Bitim,FBT,ULK,007929,"BITIM, ONURALP",initial-club,99.0
4712,M. Bingham,FBT,ULK,013506,"BINGHAM, MARCUS",initial-club,99.0
4758,P. Dozier,EFS,IST,012742,"DOZIER, PJ",initial-club,99.0
4808,B. Fernando,EFS,IST,013667,"FERNANDO, BRUNO",initial-club,99.0
4882,D. Theis,MTA,TEL,004132,"THEIS, DANIEL",prior-season,90.0
4884,J. Clark III,MTA,TEL,013699,"CLARK III, JIMMY",initial-club,99.0
7193,V. Micic,HTA,HTA,002580,"MICIC, VASILIJE",initial-club,99.0
7194,C. Okeke,RMB,MAD,014006,"OKEKE, CHUMA",initial-club,99.0
7197,O. Brissett,MTA,TEL,014127,"BRISSETT, O'SHAE J",initial-club,99.0
7201,D. Bacon,DUB,DUB,011286,"BACON, DWAYNE",initial-club,99.0
7202,J. Robinson,BAR,BAR,014008,"ROBINSON, JUSTIN",initial-open,93.0
7203,M. Norris,BAY,MUN,014134,"NORRIS, MILES",initial-club,99.0
7204,T. Leaf,MTA,TEL,014012,"LEAF, TJ",initial-club,99.0
7209,L. Stevens,PAR,PAR,014009,"STEVENS, LAMAR",initial-club,99.0
7210,O. Moore,VBC,PAM,014115,"MOORE, OMARI",initial-club,99.0
7212,D. Alston Jr.,VIR,VIR,014005,"ALSTON JR. , DERRICK",initial-club,99.0
7215,D. Osetkowski,VBC,PAM,010581,"OSETKOWSKI, DYLAN",initial-club,99.0
7216,D. Bertans,DUB,DUB,003458,"BERTANS, DAVIS",initial-club,99.0
7217,T. Carter,CZV,RED,011305,"CARTER, TYSON",initial-club,99.0
7218,K. Taylor,VBC,PAM,011217,"TAYLOR, KAMERON",initial-club,99.0
7219,A. M'baye,PBB,PRS,007993,"M'BAYE, AMATH",subset,95.0
7220,E. Izundu,CZV,RED,014029,"IZUNDU, EBUKA",initial-club,99.0
7221,A. Tubelis,ZAL,ZAL,008192,"TUBELIS, AZUOLAS",initial-club,99.0
7223,C. Frisch,KBA,BAS,014026,"FRISCH, CLEMENT",initial-club,99.0
7225,D. Kramer,CZV,RED,006482,"KRAMER, DAVID",initial-club,99.0
7226,A. Dokossi,PBB,PRS,014010,"DOKOSSI, ALLAN",initial-club,99.0
7228,K. Prepelic,DUB,DUB,002661,"PREPELIC, KLEMEN",initial-club,99.0
7229,M. Faye,PBB,PRS,012403,"FAYE, MOUHAMED",initial-club,99.0
7230,A. Abass,DUB,DUB,003527,"ABASS, AWUDU",initial-club,99.0
7231,B. Dessert,EFS,IST,010318,"DESSERT, BRICE",initial-club,99.0
7232,B. Massa,ASV,ASV,012618,"MASSA, BODIAN",initial-club,99.0
7234,Y. Sima,VBC,PAM,005596,"SIMA, YANKUBA",initial-club,99.0
7235,X. Pascual,DUB,DUB,KOW,"PASCUAL, XAVI",prior-season,90.0
7237,N. Reuvers,VBC,PAM,012738,"REUVERS, NATHAN",initial-club,99.0
7238,R. Kurucs,KBA,BAS,005713,"KURUCS, RODIONS",initial-club,99.0
7239,I. Almansa,RMB,MAD,010105,"ALMANSA, IZAN",initial-club,99.0
7241,G. Lavy,MTA,TEL,,,unmatched,71.4
7243,N. Sestina,ASV,ASV,011980,"SESTINA, NATHAN",initial-open,93.0
7245,D. Mutaf,EFS,IST,008176,"MUTAF, DAVID",initial-club,99.0
7246,S. Miljenovic,CZV,RED,014094,"MILJENOVIC, STEFAN",initial-club,99.0
7248,N. Dangubic,DUB,DUB,005942,"DANGUBIC, NEMANJA",initial-club,99.0
7250,I. Kouzeloglou,PAO,PAN,004451,"KOUZELOGLOU, IOANNIS",initial-club,99.0
7254,I. Segev,HTA,HTA,004161,"SEGEV, ITAY",initial-club,99.0
7255,O. Netzipoglou,OLY,OLY,014122,"NETZIPOGLOU, OMIROS",initial-club,99.0
7258,D. Russell,EFS,IST,013943,"RUSSELL, DARON",initial-club,99.0
7268,R. Cole,MIL,MIL,013929,"COLE, RJ",initial-club,99.0
7269,A. Wiley,BAY,MUN,013278,"WILEY, AUSTIN",initial-club,99.0
7328,K. Akobundu-Ehiogu,ZAL,ZAL,013845,"AKOBUNDU-EHIOGU, KAODIRICHI",initial-club,99.0
7338,B. Gach,ASV,ASV,,,unmatched,47.1
7362,U. Gibson,BAR,BAR,,,unmatched,52.2
7378,A. Ubal,BAR,BAR,,,unmatched,55.6
7390,T. Jensen,BAY,MUN,010726,"JENSEN, TOBIAS",initial-club,99.0
7422,E. Osmani,EFS,IST,012710,"OSMANI, ERCAN",initial-club,99.0
7424,A. Diarra,VIR,VIR,014108,"DIARRA, ALIOU",initial-club,99.0
7867,A. Bacot,MTA,TEL,014015,"BACOT JR., ARMANDO",initial-club,99.0
8368,M. Diakite,DUB,DUB,014027,"DIAKITE, MAMADI",initial-club,99.0
8463,K. Jones,EFS,IST,014102,"JONES, KAI",prior-season,90.0
8567,T. Horton-Tucker,FBT,ULK,014124,"HORTON TUCKER, TALEN",initial-club,99.0
8623,K. Kondic,DUB,DUB,014031,"KONDIC, KOSTA",initial-club,99.0
8644,S. Joksimovic,KBA,BAS,014107,"JOKSIMOVIC, STEFAN",initial-club,99.0
8681,A. Nedeljkovic,CZV,RED,012948,"NEDELJKOVIC, ALEKSEJ",prior-season,90.0
8714,K. Simmons,KBA,BAS,014152,"SIMMONS, KOBI",initial-club,99.0
8721,J. Butler,CZV,RED,014163,"BUTLER, JARED",initial-club,99.0
8727,B. Key,FBT,ULK,014168,"KEY, BRAXTON",initial-club,99.0
8728,A. Len,KBA,BAS,014169,"LEN, ALEX",initial-club,99.0
8730,K. Faried,KBA,BAS,011284,"FARIED, KENNETH",initial-club,99.0
8762,J. Rhoden,PBB,PRS,014178,"RHODEN, JARED",initial-club,99.0
8770,R. Fenemen,EFS,IST,013422,"FENEMEN, RUZGAR",prior-season,90.0
8808,E. Omoruyi,BJK,BES,014207,"OMORUYI, EUGENE",initial-club,99.0
8830,F. Ferrari,VIR,VIR,014219,"FERRARI, FRANCESCO",initial-club,99.0
8834,C. Silva,FBT,ULK,014220,"SILVA, CHRIS",initial-club,99.0
8846,T. Jekiri,PAR,PAR,009733,"JEKIRI, TONYE",initial-club,99.0
8993,C. Joseph,OLY,OLY,014316,"JOSEPH, CORY",initial-club,99.0
9061,M. Baiocchi,VIR,VIR,013028,"BAIOCCHI, MATTEO",prior-season,90.0
9062,K. Fischer,BAY,MUN,013579,"FISCHER, KILIAN",initial-club,99.0
9063,A. Ebo,MTA,TEL,006020,"EBO, AMIT",initial-club,99.0
9064,K. Edwards,VIR,VIR,014416,"EDWARDS, KESSLER",initial-club,99.0
11487,D. Saric,EFS,IST,,,unmatched,58.8
11488,S. Yusta,EFS,IST,005368,"YUSTA, SANTI",initial-club,99.0
11489,J. Burnell,MIL,MIL,014782,"BURNELL, JASON",initial-club,99.0
11490,G. Mathews,MIL,MIL,014783,"MATHEWS, GARRISON",initial-club,99.0
11491,D. Dejulius,BJK,BES,013250,"DEJULIUS, DAVID",subset,95.0
11492,J. Nowell,BJK,BES,,,unmatched,60.9
11493,M. Sissoko,BJK,BES,,,unmatched,47.6
11494,P. Baldwin Jr,CZV,RED,014728,"BALDWIN, PATRICK",initial-club,99.0
11495,N. Djurisic,CZV,RED,010262,"DJURISIC, NIKOLA",subset,95.0
11496,A. Bjelic,CZV,RED,012806,"BJELIC, ANDREJ",initial-club,99.0
11497,V. Medarevic,CZV,RED,,,unmatched,59.3
11498,D. Mintz,DUB,DUB,014731,"MINTZ, DAVION",initial-club,99.0
11499,T. Evbuomwan,BAR,BAR,,,unmatched,52.2
11500,S. Umude,BAR,BAR,,,unmatched,44.4
11501,T. Martin,BAR,BAR,,,unmatched,57.1
11502,O. Nkamboua,BAR,BAR,,,unmatched,50.0
11503,M. Beauchamp,BAY,MUN,014732,"BEAUCHAMP, MARJON",initial-club,99.0
11504,J. Thiemann,BAY,MUN,003958,"THIEMANN, JOHANNES",initial-club,99.0
11505,J. Juzang,FBT,ULK,014733,"JUZANG, JOHNNY",initial-club,99.0
11506,I. Sargiunas,FBT,ULK,006896,"SARGIUNAS, IGNAS",initial-club,99.0
11507,A. Coffey,HTA,HTA,,,unmatched,45.5
11508,J. Toppin,HTA,HTA,,,unmatched,50.0
11509,E. German,HTA,HTA,,,unmatched,55.6
11510,F. Bourdillon,HTA,HTA,,,unmatched,56.0
11511,C. Duarte,KBA,BAS,014735,"DUARTE, CHRIS",initial-club,99.0
11512,A. Lawson,KBA,BAS,014734,"LAWSON, A.J.",initial-club,99.0
11513,D. Baugh,KBA,BAS,014736,"BAUGH, DAMION",initial-club,99.0
11514,P. Mills,ASV,ASV,,,unmatched,52.6
11515,T. Waters,ASV,ASV,,,unmatched,63.6
11516,J. Crowder,ASV,ASV,,,unmatched,62.5
11517,T. Washington,ASV,ASV,,,unmatched,78.6
11518,M. Dossou-yovo,ASV,ASV,,,unmatched,48.5
11519,H. Besson,ASV,ASV,,,unmatched,55.6
11520,Y. Pons,ASV,ASV,,,unmatched,52.6
11521,M. Fodzo Dada,ASV,ASV,,,unmatched,47.6
11522,K. Wallace,MTA,TEL,015085,"WALLACE, KEATON",initial-club,99.0
11523,S. Hunter,MTA,TEL,,,unmatched,50.0
11524,N. Plotas,OLY,OLY,,,unmatched,50.0
11525,A. Karagiannidis,OLY,OLY,015126,"KARAGIANNIDIS, ANTONIS",initial-club,99.0
11526,G. Yabusele,PAO,PAN,010357,"YABUSELE, GUERSCHON",initial-club,99.0
11527,T. Warren,PBB,PRS,,,unmatched,55.6
11528,T. Etienne,PBB,PRS,,,unmatched,52.2
11529,A. Johnson,PBB,PRS,,,unmatched,63.2
11530,M. Pereira,PBB,PRS,,,unmatched,72.0
11531,N. Boungou-colo,PBB,PRS,002100,"DE COLO, NANDO",prior-season,90.0
11532,E. Thompson,PAR,PAR,014742,"THOMPSON, ETHAN",initial-club,99.0
11533,U. Mijailovic,PAR,PAR,012943,"MIJAILOVIC, UROS",prior-season,90.0
11534,O. Sarr,RMB,MAD,006833,"SARR, OLIVIER",initial-club,99.0
11535,M. Shulga,RMB,MAD,015102,"SHULGA, MAKSYM",initial-club,99.0
11536,D. Jones,RMB,MAD,015103,"JONES, DAMIAN",initial-club,99.0
11537,G. Corbalan,VBC,PAM,014740,"CORBALAN, GONZALO",initial-club,99.0
11538,M. Gueye,VBC,PAM,014739,"GUEYE, MOUHAMADOU",initial-club,99.0
11539,E. Valtonen,VBC,PAM,,,unmatched,55.6
11540,M. Saint-supery,VBC,PAM,,,unmatched,53.8
11541,A. Cardenas,VBC,PAM,014741,"CARDENAS, ALVARO",initial-club,99.0
11542,L. Mari,VBC,PAM,,,unmatched,58.8
11543,R. Bello,VIR,VIR,014802,"BELLO, RASHEED",initial-club,99.0
11544,T. Frazier,VIR,VIR,015029,"FRAZIER, TRENT",initial-club,99.0
11545,M. Carr,VIR,VIR,012707,"CARR, MARCUS",initial-club,99.0
11546,B. Klintman,VIR,VIR,014738,"KLINTMAN, BO",initial-club,99.0
11547,W. Moore Jr,VIR,VIR,014737,"MOORE, WENDELL",initial-club,99.0
11548,T. Baldasso,VIR,VIR,006707,"BALDASSO, TOMMASO",initial-club,99.0
11549,J. Valanciunas,ZAL,ZAL,,,unmatched,50.0
11558,J. Minaya,BAR,BAR,,,unmatched,47.1
